label,sentences
0,"to review a copy of the prior version of zynga 's terms of service , click here ."
0,you must make alternative communications arrangements to ensure that you can make emergency calls if needed .
0,"y ou may not assign this eula or any of the rights or licenses granted hereunder , directly or indirectly , including by sale , merger , change of control , operation of law or otherwise , without the prior express written consent of the company ."
0,all sales through nintendo shopping services are made by noe and noe is the seller to you .
0,"export , re-export , import , or transfer the application except as authorized by united states law , the export control laws of your jurisdiction , and any other applicable laws ; or"
0,this is an additional refund opportunity contractually offered by blizzard entertainment .
0,2.4 you should print off or save a local copy of the terms for your records .
0,"linden lab provides access to linden content and hereby grants you a non-exclusive , non-transferable , non-sublicensable , limited , personal , revocable license to use , reproduce , distribute , prepare derivative works of , display , and perform the linden content solely as permitted through the normal functionality of the service and under these terms , except that photographs , images , films , and videos of linden content may be used in other areas of and outside the service only as may be set forth in an applicable product policy ."
0,"you represent and warrant that by accepting these terms , you have obtained such consent ."
0,"to the maximum extent permitted by applicable law , the services are provided `` as is '' and `` as available '' , with all faults and without warranty of any kind , and the licensor hereby disclaims all warranties and conditions with respect to the services , either express , implied or statutory , including , but not limited to , the implied warranties and/or conditions of merchantability , of satisfactory quality , of fitness for a particular purpose , of accuracy , of quiet enjoyment , and non-infringement of third party rights ."
0,-lrb- c -rrb- your user material does not advertise any product or service or solicit any business .
0,-lrb- 11 -rrb- referring to pop culture icons or personas ;
0,4.4 your right to cancel or return physical goods .
0,"if you do so , neither we nor you can require the other party to participate in an arbitration proceeding ."
0,"if you do not agree to be bound by all of these terms of use , do not access or use the service ."
0,"you are responsible for maintaining the confidentiality of your account and password and for restricting access to your account , and you agree to accept responsibility for all activities that occur under your account or password ."
0,once this procedure has been followed tripadvisor will make all reasonable endeavours to remove illegal content within a reasonable time .
0,"if you are or become a course contributor , you may offer to translate or have translated certain existing courses into other languages and you may offer to contribute new courses to the service , as agreed between you and duolingo on a case-by-case basis ."
0,you understand that tinder does not conduct criminal background checks on its users or otherwise inquire into the background of its users .
0,-lrb- ii -rrb- you remove viber from your mobile device and do not reinstall it within three months -lrb- iii -rrb- you do not log in to viber for twelve consecutive months .
0,"if your claim does not exceed $ 10,000 , then the arbitration will be conducted solely on the basis of the documents that you and niantic submit to the arbitrator , unless you request a hearing or the arbitrator determines that a hearing is necessary ."
0,we also both agree that you or we may bring suit in court to enjoin infringement or other misuse of intellectual property rights .
0,you may also receive periodic promotions and other offers or materials that we believe might be of interest to you .
0,"c/o under armour , inc. ."
0,judgment on the arbitration award may be entered in any court having jurisdiction thereof .
0,"to learn more about these permissions , click here ."
0,"the services may include a virtual , game currency -lrb- like gold , coins or points -rrb- that may be purchased from microsoft using actual monetary instruments if you have reached the age of `` majority '' where you live ."
0,"d. you agree not to -lrb- or attempt to -rrb- circumvent , disable or otherwise interfere with any security related features of the service or features that -lrb- i -rrb- prevent or restrict use or copying of content or -lrb- ii -rrb- enforce limitations on use of the service or the content accessible via the service ;"
0,"by `` information '' we mean facts and other information about you , including actions taken by users and non-users who interact with facebook ."
1,truecaller may terminate the terms and your use of the services at any time with thirty -lrb- 30 -rrb- days ' advance notice .
1,"skype may at its option , terminate its relationship with you , or may suspend your subscription immediately if it determines you are using your subscription contrary to this fup or skype 's terms of use ."
1,blizzard entertainment reserves the right to modify these rules of conduct at any time pursuant to article xii of the terms of use .
0,"user-generated content available in connection with the services , whether publicly posted or privately transmitted , is the sole responsibility of the athlete from whom such user-generated content originated ."
0,your right to use such services is subject to those specific policies and these terms of service .
0,"all issues are for the arbitrator to decide , including the scope of this arbitration clause , but the arbitrator is bound by the terms of these terms and conditions ."
0,"effective on june 7 , 2017"
0,-lrb- please note that telephone support for billing-related issues and questions is available in english only . -rrb-
0,"when you purchase a voucher or pre-paid card , depending on the country , 15 % luxembourg vat , local vat or other taxes may apply and may be deducted from the value of the voucher or prepaid card upon redemption ."
0,"some jurisdictions do not allow the exclusion of certain warranties or conditions or the limitation or exclusion of liability for loss or damage caused by willful acts , negligence , breach of contract or breach of implied terms , or incidental or consequential damages ."
0,"from time to time , we may offer limited time promotions ."
0,"to the extent permitted by applicable law , the services and content are provided `` as is , '' without warranty of any kind ."
0,airbnb can not guarantee the accuracy or quality of such translations and members are responsible for reviewing and verifying the accuracy of such translations .
0,7.4.4 hosts should exercise due diligence and care when deciding who to add as a co-host to their listing -lrb- s -rrb- .
0,4.2 you must notify youtube immediately of any breach of security or unauthorised use of your youtube account that you become aware of .
0,"the support companies do not have any power or authority to render the service , to represent booking.com or to enter into any contract in the name of , for or on behalf of booking.com ."
0,"upon spotify 's request , in its sole discretion , a brand must cease following a user ."
1,"we assume no liability or responsibility for any errors or omissions in the content of the products , or any failures , delays , or interruptions in the provision of the products ."
0,"likewise , amazon will not seek attorneys ' fees and costs in arbitration unless the arbitrator determines the claims are frivolous ."
0,your access to this page verifies that your system/device meets these requirements .
0,those fees are in addition to any fees you pay us for the services and we will not reimburse you for such fees .
0,links to third party websites or resources
0,"you may not harvest or otherwise collect information about users , including email addresses , without their express consent ."
0,our notice to you will be sent to you based on the most recent contact information -lrb- including email address -rrb- that you provide us .
0,"apple , and apple 's subsidiaries , are third party beneficiaries of this eula , and upon your acceptance of this eula , apple will have the right -lrb- and will be deemed to have accepted the right -rrb- to enforce this eula against you as a third party beneficiary of this eula ."
0,"notwithstanding the above , you agree that duolingo shall still be allowed to apply for and obtain injunctive remedies -lrb- or an equivalent type of urgent legal relief -rrb- in any jurisdiction ."
0,"in the case of an in-person hearing , the proceedings will be conducted at a location which is reasonably convenient for both parties with due consideration of the ability to travel and other pertinent circumstances ."
0,you are responsible for maintaining the confidentiality of the password and account and are fully responsible for all activities that occur under your password or account .
0,"you must not establish a link in such a way as to suggest any form of association , approval or endorsement by skype where none exists ."
0,"separate and apart from user content , you may submit questions , comments , suggestions , ideas , plans , notes , drawings , original or creative materials or other information about oculus and our services -lrb- collectively , `` feedback '' -rrb- ."
0,your system or device must have 128-bit ssl encryption software .
0,"we disclaim and exclude any express or implied warranties or representations , including any warranties as to merchantability or fitness for a particular purpose of the products to the broadest extent permitted by law ."
0,"find out more about calling 112 , the dedicated emergency number for the eu at www.skype.com/go/emergency ."
0,"tinder grants you a personal , worldwide , royalty-free , non-assignable , nonexclusive , revocable , and non-sublicensable license to access and use the services ."
0,3.5 availability of services after purchase ; updates .
0,please note also that providing detailed and accurate information at the outset will facilitate efficient processing of your request .
0,this means you are waiving your right to have such disputes resolved in court by a judge or jury .
0,"do n't remove , obscure , or alter any legal notices displayed in or along with our services ."
1,"uber shall not be liable for any damages , liability or losses arising out of : -lrb- i -rrb- your use of or reliance on the services or your inability to access or use the services ; or -lrb- ii -rrb- any transaction or relationship between you and any third party provider , even if uber has been advised of the possibility of such damages ."
1,"onavo may terminate this agreement , or terminate or suspend your access to any of the services at any time , with or without cause , with or without notice ."
0,"unless otherwise indicated , the services are the property of oculus or our licensors and are protected by copyright , trademark and other laws of the united states and foreign countries ."
0,"use meta tags or code or other devices containing any reference to tinder or the service -lrb- or any trademark , trade name , service mark , logo or slogan of tinder -rrb- to direct any person to any other website for any purpose ."
0,we make no promise that memories will be able to accommodate your precise storage needs .
0,"the notice to duolingo should be sent by any of the following means : -lrb- i -rrb- electronic mail to legal@duolingo.com ; or -lrb- ii -rrb- sending the notice by u.s. postal service certified mail to duolingo , inc. , attention : legal , 5900 penn ave ; pittsburgh , pa 15206 ."
0,you further represent and warrant that you are the rightful owner of all such data that onavo collects or that you are permitted by the rightful owners to grant us the rights to use it in accordance with this agreement .
0,you may only use the skyscanner services and skyscanner platforms in compliance with applicable laws and for legitimate purposes .
0,"before accessing or using the service , including browsing any supercell website or accessing a game , you must agree to these terms of service and the privacy policy ."
0,amazon provides the amazon services subject to the following conditions .
1,you agree to comply with all of the above when accessing or using our services .
0,"in these terms , the words `` including '' and `` include '' mean `` including , but not limited to . ''"
0,"we are not responsible for information , materials , products or services provided by other players -lrb- for instance , in their profiles -rrb- ."
0,"where vivino has provided you with a translation of the english language version of these terms of use , then you agree that the translation is provided for your convenience only and that the english language versions of the terms will govern your relationship with vivino ."
0,"supercell reserves the right , but has no obligation , to become involved in any way with these disputes ."
0,"parents of children under the age of 13 understand and agree that tpci and/or niantic may provide information submitted to tpci and/or niantic , or collected via the services , to third parties who use such information for the sole purpose of administering or providing services -lrb- e.g. , third-party security monitoring services and web-hosting companies -rrb- ."
0,"in the event of a conflict between this agreement and any additional terms , this agreement shall control except as expressly provided otherwise ."
0,"we may , in our sole discretion , permit members to post , upload , publish , submit or transmit member content ."
0,our services are not intended for distribution to or use in any country where such distribution or use would violate local law or would subject us to any regulations in another country .
0,"please note that if a third party account or associated service becomes unavailable or academia.edu 's access to such third party account is terminated by the third party service provider , then the third party account content that was available from such third party account will no longer be available on and through the site and services ."
0,"you acknowledge that if you fail to comply with all of the requirements of this section , your notice may not be valid ."
0,"you acknowledge that when you receive a user content license you receive only licensing and use rights ; therefore , you do not acquire ownership of any copies of the content , or transfer of any copyright or other intellectual property rights in the content ."
0,betterpoints.uk is not responsible for and does not give any warranties or make any representations regarding the transfer of funds or points to causes -lrb- `` transfer of funds '' -rrb- in any way whatsoever .
0,"no licenses or rights are granted to you by implication or otherwise under any intellectual property rights owned or controlled by academia.edu or its licensors , except for the licenses and rights expressly granted in these terms ."
0,a target character 's guild affiliation will not transfer to a target server .
0,"third-party activities are offered and provided by third parties , not under armour ."
1,"unless otherwise required by a mandatory law of a member state of the european union or any other jurisdiction , the agreements -lrb- and any non-contractual disputes/claims arising out of or in connection with them -rrb- are subject to the laws of the state or country listed below , without regard to choice or conflicts of law principles ."
0,this includes things like your profile picture or your in-game chat .
0,"tripadvisor and its affiliates will not interfere with reservations arbitrarily , but we reserve the right to cancel or not process a reservation because of certain extenuating circumstances , such as when a reservation is no longer available or when we have reasonable cause to suspect that a reservation request may be fraudulent ."
0,respect the intellectual property of others .
0,"the service is provided to you `` as is '' , and that your use of the service or of any information provided or otherwise disseminated in connection with the service is at your sole risk ."
1,we may modify or discontinue virtual items or in-game currency at any time .
0,"you must email us at support@sync.me with the subject line : `` arbitration opt out '' and include in the body of your e-mail your name and residence address , your email address , telephone number , and a clear statement that you want to opt out of this arbitration agreement ."
0,"in respect of users located in the eea who wish to receive services , and/or provide user submissions , and/or provide or access content via the site , such users may have a right to cancel these terms of use under the european distance selling directive -lrb- 97/7/ec -rrb- -lrb- `` directive '' -rrb- within 7 days of accepting these terms of use solely to the extent such right applies under the directive to such users , save that if such right to cancel applies , it shall cease to exist from the time of actual use of the services , and/or provision of the user submissions , and/or provision or access of content via the site by such users ."
0,our services often contain community features .
0,"one of the options we provide with memories is the ability to create a restricted area by setting a passcode , which might be a pin or a passphrase or some other mechanism ."
0,"additionally , you may direct us to display your listing on ebay sites other than the original ebay listing site , including where you choose to list an item with an international shipping option -lrb- such as worldwide shipping or the global shipping program -rrb- ; the appearance of your listings on these sites is not guaranteed ."
1,"we will not be liable , directly or indirectly , for any damage or loss caused or alleged to be caused by or in connection with your use of or reliance on any such content , goods or services available on or through any third party websites , content or mobile application ."
0,"we encourage you to include your basic subscriber information , with instructions on how to access your content , in your will or other estate plans , so that anyone you wish to have access to your account will have the means to do so ."
1,"you agree to bring a dispute in small claims court in san mateo county , california , or , if you reside in the us , in a small claims court in your county of residence ."
0,these terms expressly supersede prior agreements or arrangements with you .
0,we 'll notify you before we make changes to these terms and give you the opportunity to review and comment on the revised terms before continuing to use our services .
1,"2.1 in order to download and/or use the software , products and/or skype websites you must first accept these terms.these terms are accepted by you -lrb- a -rrb- when you click to accept or agree to the terms ; or -lrb- b -rrb- when you download and/or use the software , products and/or skype websites ."
0,"notice to parents and guardians : by granting your child permission to use the vimeo service , you agree to the terms of this agreement on behalf of your child ."
0,"our services may contain links to third-party websites , content , advertisers , services , promotions , special offers , or other events or activities -lrb- `` third-party content '' -rrb- that are not owned or controlled by us ."
0,make sure that you review these terms of service with your parent or guardian so that you both understand all of your rights and obligations .
0,"-lrb- iii -rrb- stalk , harass , or engage in any sexual , suggestive , lewd , lascivious , or otherwise inappropriate conduct with minors on the service ;"
0,"the services , third-party apps and services , or material or products offered through the services may be unavailable from time to time , may be offered for a limited time , or may vary depending on your region or device ."
0,"malaysia must be 18 or older , or if 13 to 18 , parent or guardian consent is required , and guardian enters into agreement ."
1,"in addition , when using particular yahoo owned or operated services , you and yahoo shall be subject to any posted guidelines or rules applicable to such services , which may be posted and modified from time to time ."
0,"tripadvisor does not edit or control the user messages posted to or distributed on this website including through any chat rooms , bulletin boards or other communications forums , and will not be in any way responsible or liable for such user messages ."
0,"thanks for choosing spotify -lrb- `` spotify '' , `` we '' , `` us '' , `` our '' -rrb- ."
1,both you and linkedin may terminate this contract at any time with notice to the other .
0,healthvault is intended for you to store your personal health-related information and information about other people -lrb- such as your family -rrb- with their consent .
0,you may not use content from our services unless you obtain permission from its owner or are otherwise permitted by law .
0,"you also represent and warrant that -lrb- i -rrb- neither you nor your host service -lrb- s -rrb- are located or take place in a country that is subject to a u.s. government embargo , or that has been designated by the u.s. government as a `` terrorist supporting '' country , and -lrb- ii -rrb- you are not listed on any u.s. government list of prohibited or restricted parties ."
0,"estonia , hong kong , latvia , lithuania laws of sweden non-exclusive ; courts of sweden"
0,these policies also govern your use of amazon services .
1,"crowdtangle may change these terms of service , as described above , notwithstanding any provision to the contrary in any agreement between you and crowdtangle ."
0,"because live , local , and any other crowd-sourced services are inherently public and chronicle matters of public interest , the license you grant us for content submitted to those services is broader ."
0,we 're not liable for various things that could go wrong as a result of your use of the services .
0,"linkedin , slideshare , and `` in '' logos and other linkedin trademarks , service marks , graphics , and logos used for our services are trademarks or registered trademarks of linkedin ."
0,what other assurances do i have to grant to evernote ?
0,"you may not purchase services from oculus for commercial use or resale , although you may use oculus services to develop and test content , software or applications intended for distribution by oculus ."
0,"by creating or joining a family , you represent that you will use the family in accordance with its purpose and wo n't use it in an unauthorized way to unlawfully gain access to another person 's information ."
0,neither the course of conduct between the parties nor trade practice will act to modify the terms of use .
0,"-lrb- the terms , privacy policy , and any additional terms that you agree to , as discussed in the entire agreement section , are referred to together as the `` agreements '' . -rrb-"
0,16.2 the parties acknowledge that apple has no obligation to furnish any maintenance or support services with respect to the digital product .
0,such third party content may be protected by intellectual property laws and the owners of the intellectual property rights in such content may object to its use .
0,"we may store and continue billing your payment method -lrb- e.g. credit card -rrb- even after it has expired , to avoid interruptions in your services and to use to pay other services you may buy ."
0,"from time to time , you may be able to purchase , with `` real world '' money , a limited , personal , non-transferable , non-sublicensable , revocable license to use `` virtual items , '' including but not limited to super likes -lrb- collectively , `` virtual items '' -rrb- ."
0,"refunds will not , however , be provided if you have accessed spotify at any time during the cooling-off period ."
0,"also , if allowed by your xbox privacy settings , microsoft can publish your name , gamertag , gamerpic , motto , avatar , and games that you 've played in communications to people on your xbox friends list ."
1,"to the maximum extent permitted by applicable law , this limitation applies to all claims , whether based on warranty , contract , tort , or any other legal theory , whether or not under armour has been informed of the possibility of such damage , and further where a remedy set forth herein is found to have failed its essential purpose ."
0,"in the event that spotify makes any future change to this arbitration provision -lrb- other than a change to spotify 's address for notice -rrb- , you may reject any such change by sending us written notice within 30 days of the change to spotify 's address for notice , in which case your account with spotify shall be immediately terminated and this arbitration provision , as in effect immediately prior to the amendments you reject , shall survive ."
0,"any third party travel products which you find and/or book via the skyscanner services and/or skyscanner platforms are provided by independent travel agents , airlines , hotels , travel operators or other third parties -lrb- `` travel providers '' -rrb- ."
0,"bullies , harasses , or intimidates ."
0,content is the stuff that shows up on your display when you use our services .
0,"the aaa rules and other information about aaa and arbitration are readily available at http://www.adr.org , by calling +1 800 778 7879 or by post to 120 broadway , floor 21 , new york , ny 10271 , usa ."
0,"exclusion of warranties , limitation of liability and indemnity"
0,"unless both you and we agree otherwise , the arbitrator may not consolidate or join your or our claim with another person 's or party 's claims , and may not otherwise preside over any form of a consolidated , representative or class proceeding ."
0,"`` excluded dispute '' means any dispute relating to the enforcement or infringement of your or our intellectual property rights -lrb- such as copyrights , trademarks , domains , logos , trade dress , trade secrets , and patents -rrb- ."
0,"except to the extent required by applicable law , we have no obligation to provide a re-download or replacement of any material , digital goods -lrb- defined in section 14 -lrb- k -rrb- -rrb- , or applications previously purchased ."
0,anything related to the application or services made available through the application ; and
0,amazon 's copyright agent for notice of claims of copyright infringement on its site can be reached as follows :
0,some services may rely on services provided by third parties for some or all of their functionality .
0,"spotify 's products may be subject to u.s. export and re-export control laws and regulations or similar laws applicable in other jurisdictions , including the export administration regulations -lrb- `` ear '' -rrb- maintained by the u.s. department of commerce , trade and economic sanctions maintained by the treasury department 's office of foreign assets control -lrb- `` ofac '' -rrb- , and the international traffic in arms regulations -lrb- `` itar '' -rrb- maintained by the department of state ."
1,"the exclusive jurisdiction and venue of any ip protection action or , if you timely provide academia.edu with an arbitration opt-out notice , any dispute other than an individual action brought in small claims court , will be the state and federal courts located in the northern district of california and each of the parties hereto waives any objection to jurisdiction and venue in such courts ."
0,ncl is not obligated to monitor user-generated content .
0,we reserve all rights not expressly granted by us to you .
0,"you agree to indemnify and hold harmless the viber group from and against any and all claims , demands , liabilities , costs or expenses , including reasonable attorney 's fees , resulting from your breach of these terms , including any of the foregoing provisions , representations or warranties , from your placement or transmission of any content onto viber 's servers and/or from any and all use of your user account ."
1,"in no event will the total liability of niantic , tpc , or tpci arising out of or in connection with these terms or from the use of or inability to use the services or content exceed one thousand dollars -lrb- $ 1,000 -rrb- ."
1,"we strive to keep the services up and running ; however , all online services suffer occasional disruptions and outages , and microsoft is not liable for any disruption or loss you may suffer as a result ."
0,"8.1.2 upon receipt of a booking confirmation from airbnb , a legally binding agreement is formed between you and your host , subject to any additional terms and conditions of the host that apply , including in particular the applicable cancellation policy and any rules and restrictions specified in the listing ."
0,you are responsible for anything that happens through your account .
0,"a statement by you , made under penalty of perjury , that the above information in your notice is accurate and that you are the copyright owner or authorized to act on the copyright owner 's behalf ."
0,"in any jurisdiction in which we decide to facilitate direct collection and remittance , you hereby instruct and authorize airbnb -lrb- via airbnb payments -rrb- to collect occupancy taxes from guests on the host 's behalf at the time listing fees are collected , and to remit such occupancy taxes to the tax authority ."
0,in such event you will not be entitled to a pro-rata refund or credit .
0,you agree to keep your contact information up to date .
0,"-lrb- i -rrb- use or launch any automated system , including without limitation , robots , spiders or offline readers that access the software , products or skype websites ."
0,they may not be used without the express written prior permission of ebay .
0,"events beyond our control may affect our services , such as events in nature and other force majeure events ."
0,"at such time that blizzard elects to post a list of approved third-party user interfaces on its website , you agree that you will use only those third-party user interfaces approved by blizzard , and that you will use no other third-party user interfaces in connection with world of warcraft ."
1,"to the extent permitted by law , we exclude all liability -lrb- whether arising in contract , in negligence or otherwise -rrb- for loss or damage which you or any third party may incur in connection with our site , our service , and any website linked to our site and any materials posted on it ."
0,we sometimes release products and features that we are still testing and evaluating .
0,we do not guarantee we will take action against all breaches of this user agreement .
0,additional terms with your payment provider may apply .
0,"additionally , you will find resources at the end of this document that help you understand how facebook works ."
0,"this ip license ends when you delete your ip content or your account unless your content has been shared with others , and they have not deleted it ."
0,please also include the email address or telephone number associated with your account along with your order number .
0,"you understand and agree that the company may collect and use technical data and related information , including , but not limited to , data from audio files resident on your device -lrb- e.g. , we may scan sound recordings for metadata -rrb- , your device 's udid , and other technical information about your device , system and application software , and peripherals , that is gathered periodically to facilitate the provision of software updates , product support and other services , such as the audible magic content identification feature , to you related to the service ."
0,"these updates may include updated versions of our applications , which may automatically electronically upgrade the versions used on your device , as well as updates to wearables and other connected products ."
0,"however , ncl is not the seller ."
0,"in particular , we grant such licence to you subject to you agreeing that you shall not :"
1,therefore you must look at the terms regularly to check for such changes .
0,default homepage and new tab page on microsoft edge
0,"thereafter , blizzard entertainment may , in its sole and absolute discretion , continue to provide the service or license to third parties the right to provide the service ."
0,"if you submit feedback or suggestions about our services , we may use your feedback or suggestions without obligation to you ."
0,"before bringing a formal legal case , first contact our customer support team at https://zyngasupport.helpshift.com , or for black diamond slots , email support@risingtidegames.com , or for natural motion games email contact@naturalmotion.com to address your issue most disputes can be resolved that way ."
0,you are responsible for maintaining the confidentially of your login details and any activities that occur under your account .
0,"upon termination , you will remain liable for any unpaid amounts owed by you to linden lab ."
0,the website may not always be updated on a periodic or regular basis and consequently is not required to register as editorial product under any relevant law .
0,"• prohibited by any applicable law , including court restraining orders , to be posted , published , disseminated , or otherwise made available to the public ;"
0,"these terms of use are effective on january 19 , 2013 ."
0,the average price is only indicative .
0,"if you create a microsoft account on behalf of an entity , such as your business or employer , you represent that you have the legal authority to bind that entity to these terms ."
0,"subject to the terms and conditions of this agreement , 9gag , inc may offer to provide the services , as described more fully on the site , and which are selected by subscriber , solely for subscriber 's own use , and not for the use or benefit of any third party ."
0,"if you do , the most recent version of paragraph 20.3 before the change you rejected will apply ."
0,"please note , however , that , except for the thirty -lrb- 30 -rrb- day period following the start of your subscription , all sales are final ."
0,"unless otherwise stated , premium services will auto-renew until you elect to cancel your access to premium services ."
0,"once bought , the giftor will receive an order confirmation and receipt ."
1,this section limits tripadvisor 's liability to you for issues that may arise in connection with your use of this website .
0,these additional rules and terms apply in addition to these terms and are important .
0,"if you decide to register through an sns , we will extract the personal information you have provided to the sns -lrb- such as your `` real '' name , email address and other information you make publicly available via the sns -rrb- from the account you have with the applicable sns and use that information to create your account ."
0,"you will not attempt to circumvent any content-filtering techniques we employ , or attempt to access areas or features of the services that you are not authorized to access ."
0,"the virtual items , as well as other digital content traded or exchanged for virtual items can only be used within the respective digital product , can not be transferred to a third party -lrb- unless a transfer is permitted within the digital product -rrb- and can not be exchanged for legal tender or any item or right outside of the digital product ."
0,"when buying an item , you agree to the rules for buyers and that :"
1,"duolingo may terminate your access and use of the service immediately at any time , for any reason , and at such time you will have no further right to use the service ."
0,we 'll post notice of modified additional terms in the applicable service .
0,ncl is not responsible for any user-generated content .
0,"6.1 although we aim to offer you the best service possible , we make no promise that the products will meet your requirements and we can not guarantee that the products will be fault free ."
0,"these updates are required to maintain software compatibility , provide security updates or bug fixes , or offer new features , functionality or versions ."
0,your use of our services is also subject to our privacy policy and cookie policy .
0,what you can do on the fitbit service
0,"without limiting the foregoing , niantic , tpc , and tpci explicitly disclaim any warranties of merchantability , fitness for a particular purpose , quiet enjoyment , or non-infringement , and any warranties arising out of course of dealing or usage of trade ."
0,"to the fullest extent permitted by applicable law , you agree to indemnify and hold spotify harmless from and against all damages , losses , and expenses of any kind -lrb- including reasonable attorney fees and costs -rrb- arising out of : -lrb- 1 -rrb- your breach of this agreement ; -lrb- 2 -rrb- any user content ; -lrb- 3 -rrb- any activity in which you engage on or through the spotify service ; and -lrb- 4 -rrb- your violation of any law or the rights of a third party ."
0,"last updated : may 30 , 2017"
0,"you agree not to remove , change or obscure any copyright , trademark , service mark , or other proprietary rights notices incorporated in or accompanying the fitbit service ."
0,"further , you agree that the terms -lrb- and any additional modifications of the same -rrb- will apply to any and all updates to the services ."
1,"apart from that , if you are united states resident , these terms and our relationship will be governed by california law , except for its conflicts of laws principles ."
0,amazon attempts to be as accurate as possible .
0,"this website is controlled by atlas solutions group inc. from our offices located in the state of ca , us ."
0,this user agreement may not otherwise be amended except through mutual agreement by you and an ebay representative who intends to amend this user agreement and is duly authorized to agree to such an amendment .
0,"please do n't copy , upload , download or share content unless you have the right to do so ."
0,"you agree to waive , and hereby do waive , any legal or equitable rights or remedies you have or may have against youtube with respect to any such content ."
1,-lrb- c -rrb- any damage to or corruption of data -lrb- whether direct or indirect -rrb- ;
0,rovio respects your privacy rights and recognizes the importance of protecting any information collected about you .
0,9.2 each of the conditions of these terms of use operates separately .
0,thank you and keep the ideas coming !
0,"amazon does sell products for children , but it sells them to adults , who can purchase with a credit card or other permitted payment method ."
0,"we may , but do not always , monitor our community features , and ultimately you are responsible for your interactions with other athletes ."
0,we will give you 60-days ' notice by email or through the service if we change section 17 on our agreement to arbitrate and class action waiver .
0,you will cooperate as fully as required by us in the defense or settlement of any claim .
0,"if you do not wish to be bound by this agreement , do not use the vimeo service ."
0,"you agree to our data practices , including the collection , use , processing , and sharing of your information as described in our privacy policy , as well as the transfer and processing of your information to the united states and other countries globally where we have or use facilities , service providers , or partners , regardless of where you use our services ."
0,these telephone numbers are for billing related issues and questions only .
1,"you expressly agree to submit to the exclusive personal jurisdiction of the state and federal courts sitting in san francisco county , california ."
0,"all title , ownership rights and intellectual property rights in and to world of warcraft -lrb- including without limitation any user accounts , titles , computer code , themes , objects , characters , character names , stories , dialogue , catch phrases , locations , concepts , artwork , animations , sounds , musical compositions , audio-visual effects , methods of operation , moral rights , any related documentation , `` applets '' incorporated into world of warcraft , transcripts of the chat rooms , character profile information , recordings of games played on world of warcraft , and the world of warcraft client and server software -rrb- are owned by blizzard entertainment or its licensors ."
1,we can remove any content or information you post on facebook if we believe that it violates this statement or our policies .
1,5.1 you or we may terminate your account -lrb- s -rrb- at any time .
0,"if evernote has to send me notice of something , how will that happen ?"
0,our failure to exercise or enforce any right or provision of the terms does not constitute a waiver of such right or provision .
0,"the outlook.com -lrb- or @msn , @hotmail , or @live -rrb- email address that you use to create your microsoft account will be unique to you for as long as your outlook.com inbox or microsoft account is still active ."
0,we will act promptly to any indications of user content that is in breach of these terms .
1,"except where prohibited , you and we agree to submit to the personal and exclusive arbitration of disputes relating to your general use of the services under the rules of the american arbitration association ."
0,"if a court decides that the prohibition of class and representative actions is invalid or unenforceable , then this entire arbitration agreement shall be null and void ."
0,"by mail : 5900 penn avenue , pittsburgh pa 15206 , usa"
0,onavo assumes no liability for your use of the content or any applications assistance provided by onavo .
0,"you agree to comply with all applicable laws when using the services , and you may only use the services for lawful purposes -lrb- e.g. , no transport of unlawful or hazardous materials -rrb- ."
0,"furthermore , by using the service , you affirm that either you are at least 18 years of age or have been authorized to use the service by your parent or guardian who is at least 18 years of age ."
0,behaviour is considered utterly unacceptable in case of serious violations of the nintendo code of conduct and other important provisions of this agreement .
1,5.4 we may terminate your accounts upon a general suspension or discontinuation of the service .
0,"blizzard entertainment will use reasonable efforts to provide the service all day , every day ."
0,connecting to the internet via a corporate or other private network which masks your location may cause charges to be different from those displayed for your actual location .
0,"if you are required to pay a filing fee to commence arbitration against the company , then the company will promptly reimburse you for your confirmed payment of the filing fee upon the company 's receipt of notice at the arbitration notice address that you have commenced arbitration along with a receipt evidencing payment of the filing fee , unless your demand is equal to or greater than u.s. $ 1,000 or was filed in bad faith , in which case you are solely responsible for the payment of the filing fee ."
0,"if a court decides that this subsection on `` no class actions '' is not enforceable or valid , then the entire section 17 -lrb- agreement to arbitrate and class action waiver -rrb- will be null and void -lrb- i.e. , go away -rrb- ."
0,they really are just there to help with billing questions .
0,please review section 26 to determine whether these terms and conditions apply to you .
0,"we aspire that you will always continue to share good vibes through the use of our service , but you may terminate your relationship with viber at any time ."
0,we suggest that you review the terms of use and privacy statement of such external links prior to use of them .
0,"as used in these terms of use , `` netflix service '' , `` our service '' or `` the service '' means the service provided by netflix for discovering and watching netflix content , including all features and functionalities , recommendations and reviews , the website , and user interfaces , as well as all content and software associated with our service ."
0,8.2.2 you agree to leave the accommodation no later than the checkout time that the host specifies in the listing or such other time as mutually agreed upon between you and the host .
0,"some jurisdictions do not allow the exclusion or limitation of certain damages , so some or all of the exclusions and limitations in this section may not apply to you ."
0,"in certain cities and regions , booking.com operates a preferred partnership program , allowing certain suppliers that meet and maintain the preferred program terms to be listed ahead of the rest of the suppliers in the default `` recommended '' ranking for the relevant city/region ."
